Phylostratum	GeneID	X4wpc	X5wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	X18wpc	X19wpc	Neonate	Infant	Toddler	School	Teen	YoungAdult	MidAdult	Elderly
4	ENSG00000000003	0.957575757575758	0.972727272727272	0.881818181818182	0.723636363636364	0.613636363636364	0.781818181818182	0.636363636363636	0.472727272727273	0.572727272727273	0.518181818181818	0.381818181818182	0.589090909090909	0.406060606060606	0.418181818181818	0.172727272727273	0.145454545454546	0.0727272727272726	0.218181818181818	0.136363636363636	0.209090909090909
2	ENSG00000000419	0.751515151515151	0.909090909090909	0.736363636363637	0.749090909090909	0.584090909090909	0.781818181818182	0.595454545454546	0.563636363636364	0.2	0.481818181818182	0.309090909090909	0.429090909090909	0.333333333333333	0.272727272727273	0.0363636363636363	0.427272727272727	0.154545454545454	0.418181818181818	0.627272727272727	0.345454545454546
8	ENSG00000000457	0.939393939393939	0.972727272727273	0.763636363636363	0.76	0.627272727272727	0.818181818181818	0.613636363636364	0.581818181818182	0.536363636363636	0.590909090909091	0.727272727272727	0.676363636363636	0.412121212121212	0.0636363636363636	0.127272727272727	0.336363636363637	0.172727272727273	0.151515151515151	0.218181818181818	0.227272727272728
9	ENSG00000000460	0.963636363636364	0.963636363636364	0.881818181818182	0.665454545454545	0.638636363636364	0.854545454545454	0.681818181818182	0.618181818181818	0.509090909090909	0.5	0.418181818181818	0.596363636363636	0.393939393939394	0.181818181818182	0.0363636363636363	0.318181818181818	0.218181818181818	0.0969696969696968	0.209090909090909	0.172727272727273
7	ENSG00000001036	0.963636363636364	0.963636363636364	0.836363636363636	0.614545454545455	0.511363636363636	0.727272727272727	0.481818181818181	0.0545454545454545	0.481818181818182	0.309090909090909	0.2	0.469090909090909	0.56969696969697	0.381818181818182	0.0545454545454545	0.727272727272728	0.472727272727272	0.157575757575758	0.136363636363636	0.336363636363637
2	ENSG00000001084	0.86060606060606	0.8	0.69090909090909	0.527272727272727	0.211363636363636	0.563636363636364	0.372727272727273	0.509090909090909	0.536363636363636	0.272727272727272	0.345454545454545	0.309090909090909	0.587878787878788	0.418181818181818	0.536363636363636	0.772727272727273	0.463636363636364	0.406060606060606	0.672727272727273	0.390909090909091
1	ENSG00000001167	0.824242424242424	0.763636363636363	0.7	0.570909090909091	0.625	0.836363636363636	0.75	1	0.727272727272728	0.863636363636364	0.509090909090909	0.705454545454545	0.339393939393939	0.209090909090909	0.136363636363636	0.145454545454546	0.145454545454546	0.193939393939394	0.309090909090909	0.154545454545455
2	ENSG00000001461	0.16969696969697	0.209090909090909	0.427272727272727	0.447272727272727	0.225	0.0545454545454545	0.195454545454545	0.581818181818182	0.6	0.3	0.181818181818182	0.287272727272727	0.533333333333333	0.709090909090909	0.709090909090909	0.963636363636364	0.8	0.787878787878788	0.8	0.818181818181819
9	ENSG00000001497	0.575757575757576	0.463636363636364	0.736363636363637	0.905454545454545	0.684090909090909	0.345454545454545	0.504545454545455	0.672727272727273	0.345454545454545	0.618181818181818	0.836363636363636	0.636363636363636	0.133333333333333	0.145454545454546	0.0272727272727273	0.527272727272727	0.281818181818182	0.478787878787879	0.372727272727273	0.836363636363637
4	ENSG00000001617	0.836363636363636	0.572727272727273	0.436363636363637	0.752727272727273	0.606818181818182	0.672727272727273	0.822727272727273	0.981818181818182	0.772727272727272	0.881818181818182	0.763636363636364	0.578181818181818	0.454545454545455	0.227272727272727	0.236363636363636	0.136363636363636	0.0272727272727273	0.290909090909091	0.163636363636364	0.218181818181818
