Phylostratum	GeneID	X5wpc	X6wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	X18wpc	X19wpc	Neonate	Infant	Toddler	School
4	ENSG00000000003	0.4574914718505	0.391028641117974	0.479905436007077	0.47123853758149	0.411418765350217	0.472004577792224	0.528656218852586	0.491929218160891	0.48564677035062	0.394702758877059	0.443821278085736	0.403486973380332	0.25698595376777	0.368388747472003	0.123558844935839	0.347585686659495
2	ENSG00000000419	0.24385364081273	0.217227841937432	0.274874030390019	0.225667115691333	0.202647610110177	0.207255642038454	0.203514710368194	0.240890784466668	0.247163440980013	0.163921557055148	0.202658934440872	0.234774018570995	0.159812234015763	0.169806614355138	0.143963132642819	0.124037017748143
8	ENSG00000000457	0.260011595842803	0.329915202736641	0.254386741392019	0.316008716757026	0.294490125228894	0.276880758648204	0.28919343900337	0.274073396703131	0.38931037041112	0.255888298542597	0.385263101619498	0.344389922032389	0.323617903366562	0.210004006764179	0.275040345144314	0.273996312206255
9	ENSG00000000460	0.284025854746137	0.212279272947134	0.266467477701001	0.30768820059234	0.225933579111357	0.219016931899591	0.321131674655987	0.280904382157953	0.337422124587082	0.19793496049107	0.306749163860243	0.22893955255931	0.241575104427112	0.120642907523742	0.176697375936593	0.207852088321362
7	ENSG00000001036	0.118437754886642	0.127072614776566	0.144404942819765	0.107332654957416	0.0910853446276726	0.0635044304564049	0.140839842675295	0.116593577395698	0.0828331018568972	0.111654278688502	0.0398113597804531	0.0578244894962618	0.0591614867687988	0.0714667466642354	0.0202018325557978	0.0162690405028769
2	ENSG00000001084	0.293920220324694	0.239814782740014	0.238289137094413	0.361954969496567	0.3126949614014	0.240639084305419	0.291993568760061	0.230600947469532	0.280814766092662	0.168636616190696	0.328760127400799	0.293495299734092	0.419874456712709	0.260655430972229	0.218068413954879	0.396144547972607
1	ENSG00000001167	0.731871254404758	0.357651543984411	0.303429384380971	0.710933270827518	0.615080013568729	0.55655478596245	0.468775503139175	0.579431125503801	0.452960787299908	0.165820288498469	0.893228399470367	0.863722069871681	0.701336165188583	0.689186345797033	0.394244336372507	0.764442457847923
2	ENSG00000001461	0.0871994919931347	0.0667934057101935	0.0490177640788058	0.0793337205918716	0.11291458899403	0.0315171072152744	0.0615199023480763	0.0844577319568708	0.0412826969636102	0.0539647683570294	0.035146561491947	0.153161276248855	0.0567122665178319	0.0762873053149229	0.0477093040805978	0.0358109648129504
9	ENSG00000001497	0.311741318499143	0.264328671738737	0.254046453370308	0.23089765060238	0.201375174097925	0.212398903745134	0.238430561648668	0.290728956041881	0.271358435297348	0.195352893288844	0.236193757511794	0.202723403875667	0.128429077380566	0.143093677690547	0.0892634259837023	0.156490586321106
4	ENSG00000001617	0.261482657633397	0.237160039599571	0.295976974492252	0.31598163705502	0.278370264704761	0.283378302597078	0.256879508493438	0.366991805655442	0.288854800597756	0.2032301008255	0.311254757731317	0.401589090595849	0.258265726445548	0.236870157977459	0.137258412129801	0.196310028469829
3	ENSG00000001629	0.45930575306181	0.323834050296767	0.366183644213196	0.38704516401358	0.303846137142278	0.41089435163725	0.336193510517647	0.242595132208516	0.257911517197526	0.227769718099832	0.395914546628217	0.219962520976531	0.462192278792439	0.120502985330964	0.1656639790051	0.111662957639822
4	ENSG00000001630	0.16265666206845	0.0791923301154339	0.0770174615387565	0.181875915260259	0.151706438023831	0.166907377918833	0.10898858768826	0.10246759141937	0.103469005576274	0.0700420455580804	0.201259821695956	0.104765606572108	0.103053358158888	0.0379996626040394	0.068817690941691	0.110639769617002
2	ENSG00000001631	0.256919480257789	0.224480434855078	0.235367410913126	0.231950009306883	0.21271401473672	0.208212646057898	0.258929985987645	0.27591903121261	0.220652772442186	0.209712143849176	0.228799361931876	0.26984793559621	0.157387889449919	0.172049244491808	0.151230251779422	0.217773333099706
7	ENSG00000002016	0.192739627338156	0.176334566457467	0.179622078463158	0.242361959094033	0.196004727277711	0.144335778309479	0.202796193012743	0.235539588652211	0.178378496126982	0.148818790568374	0.283538649594206	0.238412836504963	0.166036499803708	0.214440914908109	0.123607952345573	0.151994912032345
5	ENSG00000002549	0.269277877952882	0.212597055971425	0.183152115115952	0.213416946594565	0.21650801402455	0.209784361422672	0.196703556613126	0.229240943122314	0.21498127471848	0.163940570580993	0.198527187946801	0.178112112980877	0.088637939488818	0.208499060988233	0.199920106719935	0.135073949553188
8	ENSG00000002586	0.142123401743869	0.131751640429804	0.153882672532484	0.196700159688331	0.141568125479755	0.101248527620931	0.180639903721502	0.148065366507378	0.114205010443497	0.109851439572168	0.173175955866025	0.129716086642413	0.0967124954845981	0.161357660322558	0.0970542906788141	0.155420818100494
10	ENSG00000002726	0.142952631200585	0.051215703628204	0	0.365225488454439	0.295982190506847	0.296650793473215	0.422644430246764	0.152763728022875	0.211697551122575	0.102431407256408	0.462694738144261	0.480384422925324	0.41510877531686	0.299053355150322	0.394846514532662	0.37473949659683
3	ENSG00000002746	0.620109966806004	0.381249021171234	0.457685255437532	0.544297116635189	0.350796296221416	0.438398105851577	0.863633420501494	0.213809046399097	0.80219430901424	0.467919020471144	0.357154000411681	0.577440622053109	0.527718571203016	0.513003432620604	0.848202991397427	0.960766775760779
6	ENSG00000002822	0.359039836198179	0.224389150931712	0.209480528815548	0.199776288153831	0.246039092669206	0.185442862336601	0.155641979957828	0.324571720677547	0.168569996387485	0.046157323741852	0.278274499949382	0.317138977070747	0.173241961994974	0.210474704726488	0.230146384425927	0.109675834584275
10	ENSG00000002834	0.0405976151456633	0.0810252303324803	0.0635080845395987	0.0839919731150021	0.0765455695691401	0.0334168075028076	0.114463578705398	0.070080377672036	0.055961326140208	0.062216025129365	0.0870212966542285	0.0419627803166134	0.12061779963201	0.14010917535813	0.101844594288489	0.193341050155881
7	ENSG00000002919	0.22235970321602	0.307247660338893	0.235201209508798	0.215421877411633	0.244413548197146	0.183544044842249	0.292006896245462	0.265133705178144	0.262338823915498	0.355071053977689	0.249015687483166	0.258599343671993	0.159881940666252	0.133921546627555	0.0310746485360599	0.12466130574121
8	ENSG00000003056	0.316176336977112	0.182227379131757	0.194344005401723	0.289369823405952	0.215539278518293	0.208607287613331	0.151332617813046	0.242220768378973	0.177770031768495	0.112374144587963	0.279851548040332	0.260617595587241	0.272753795438521	0.240426698998168	0.227815572725225	0.177896269241885
3	ENSG00000003096	0.116681780550839	0.0713011283011415	0.116218886913022	0.249085465655709	0.154156411242631	0.257121717176452	0.202864135862844	0.201195668013282	0.188412382332925	0.0706308617324853	0.2790906835908	0.175541262168057	0.315795403983499	0.221809428763294	0.137208489829032	0.122389630008427
6	ENSG00000003137	0.274679160955021	0.208984775063788	0.374399496094277	0.48919580917081	0.211375596928077	0.463859216089324	0.606658384468616	0.338823790881289	0.130120211392323	0.0183941691917124	0.519465969120468	0.277067236738413	0.202126408441448	0.321314422336823	0.131173882809708	0.318092868151219
6	ENSG00000003147	0.233075785704462	0.288040392416136	0.304826206520406	0.31643902010384	0.325607631666454	0.268267600781372	0.324691881271686	0.398628035600199	0.285056927712598	0.306253883480609	0.375003806171653	0.357414842497111	0.317467593966498	0.283468580486891	0.383998871602451	0.300027029913328
4	ENSG00000003393	0.228224049189606	0.230923722229862	0.195747465931617	0.227759718878004	0.206660027624882	0.20553015216321	0.20736048779969	0.278201042754554	0.255007237528211	0.234699003421716	0.214694318301824	0.245936996433707	0.149735521137205	0.147003055207367	0.114024783460407	0.233812676447945
8	ENSG00000003400	0.230412401994646	0.232910580672767	0.261184976487225	0.244657997780773	0.284658691117681	0.165367864318568	0.291037285514186	0.2379529596633	0.234167228763918	0.297661435810854	0.283030543724306	0.368106378434487	0.242561231861179	0.205821071498385	0.1166169579163	0.202557226326349
10	ENSG00000003402	0.365817959062481	0.300553761604608	0.391271368375199	0.367079757907203	0.351132811843788	0.31552673340319	0.390900871034229	0.386749256711815	0.328252399818202	0.230067749179485	0.359885101075733	0.41270495295579	0.338453028903623	0.390011112516417	0.326526962003059	0.400488823731441
10	ENSG00000003436	0.438945051524626	0.291929074417133	0.2803947360198	0.321382395949556	0.398198212821349	0.274304364387465	0.399135501419817	0.377219991121203	0.259523593257558	0.281439161435202	0.26577648990362	0.448180938455505	0.304610096102654	0.432426756287724	0.312566487066895	0.319662486453012
8	ENSG00000003509	0.358983370827916	0.429079911833706	0.512820085405259	0.446672291570842	0.339686072045918	0.463559014794699	0.571512912898946	0.335038720817383	0.246416201061614	0.441918590236862	0.547352017646348	0.352774509223452	0.314278817146102	0.303214426062164	0.223660620275269	0.304909199363479
2	ENSG00000003756	0.416624827994781	0.411303712866319	0.386052094785007	0.407564983994477	0.415828523926748	0.346146649768574	0.378917808740294	0.428294761907878	0.394864434949793	0.397043885250347	0.387986810639458	0.43660136494039	0.333766254679469	0.383443478364301	0.24316824584432	0.335354078450221
2	ENSG00000003987	0.195065666434761	0.102592171848216	0.116974648551242	0.222150070473476	0.060987758852722	0.0484466688121657	0.178143731734903	0.146622414839397	0.152462861274266	0.130032570655463	0.342614273082836	0	0	0	0.141322871670736	0
6	ENSG00000003989	0.138232305501507	0.05980969625848	0.200037121815225	0.268089269559385	0.195229943256393	0.101834727088012	0.417909886682777	0.334556217964766	0.299109320556048	0.0320343173934607	0.370263075865304	0.202402749854554	0.439682626030004	0.2126947859261	2.22044604925032e-16	0.175882886234888
5	ENSG00000004139	0.668489198121911	0.72599576384975	0.635904917294952	0.49150298158019	0.43149988831712	0.431174953619902	0.777030199911453	0.561869326009168	0.679478863090355	0.758767022553055	0.436276655207361	0.490379188610272	0.300980408372652	0.515692961201652	0.467403944283635	0.50920354807681
5	ENSG00000004142	0.872240740287345	0.836304275363691	0.910026747119909	0.869753787815816	0.920376660489376	0.966464212917213	0.864841231893317	0.871041669066124	0.861588699169898	0.818715229900118	0.869192756623637	0.940814837329365	0.872848960800555	0.738917171280831	0.555806313019545	0.564250139512589
5	ENSG00000004399	0.442127710106703	0.432944057928038	0.444755872762024	0.469023568810747	0.383213051285863	0.391117282601733	0.457424151502879	0.518565594332642	0.393874949622973	0.340171964741166	0.450848684120141	0.463308602395757	0.44705139042258	0.426984936208178	0.475331926914495	0.426151391267367
3	ENSG00000004455	0.217817586071262	0.233926291023404	0.224088303560232	0.191436327138717	0.19548140853079	0.20514892677803	0.221919908401021	0.214814926146054	0.214666315510975	0.223106614938956	0.171964650044701	0.196368419937162	0.173137597334159	0.13696193559075	0.123780531157904	0.139242758649978
3	ENSG00000004478	0.537625626976281	0.495300927626188	0.418539199609768	0.449017712613122	0.495476270728665	0.408791164440738	0.429374225801071	0.503116755405687	0.463243276639976	0.487306652175878	0.389268689640187	0.469130465152017	0.33855139336974	0.385202067620143	0.20016715866466	0.378409018868716
1	ENSG00000004487	0.28552987603765	0.287335512229695	0.257631710900153	0.277288859486801	0.309698909804467	0.266584454998086	0.309918759684879	0.29178114777254	0.314110314792917	0.275253761912217	0.245189986402055	0.336954819025554	0.268332131662972	0.232965831189512	0.222085991578089	0.256109063885285
7	ENSG00000004534	0.418926953203178	0.369605002079949	0.434132972720518	0.395875973343821	0.372049247189738	0.380819887295745	0.451067890981827	0.380650125102879	0.386615369043304	0.303270499899086	0.424324754548308	0.414953908868619	0.360895440986246	0.358100265559832	0.300539630004367	0.410619036187094
5	ENSG00000004660	0.0938854196742981	0.0830212273458143	0.0585695456722388	0.122066414774901	0.0628017663565593	0.238605918747702	0.0433035879384121	0.142936037271064	0.0895385272555494	0.0607250818093595	0.113461022338359	0.101293653599156	0.0502788960414037	0.055248276924004	0.0329804264820448	0.0275791803537864
6	ENSG00000004700	0.110091783208965	0.0546749210557794	0.126692450491166	0.231613987134886	0.154191525640037	0.173536211143306	0.140709523544258	0.116329274398499	0.149230719392033	0.0327409892128119	0.259598866117408	0.269039100577169	0.0939990455491657	0.0673004779620249	0.0344496479932547	0.0405408868998265
