Phylostratum	GeneID	X4wpc	X5wpc	X6wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	Neonate	Infant	Toddler	School	Teen	YoungAdult	MidAdult	Elderly
4	ENSG00000000003	0.516790708532583	0.47801051368887	0.462445663942128	0.382322172251749	0.302917559535782	0.350981698668981	0.606128648952642	0.429721862196513	0.518743695539915	0.465497973220618	0.325207867709053	0.287077627783415	0.0895904624974207	0.258772939886559	0.164167930749252	0.0459023710128958	0.0929687634165323	0.247021425840523	0.2253588433822
2	ENSG00000000419	0.192731890877025	0.198609076110995	0.257139449081978	0.205386291844268	0.251852446135218	0.272554585220015	0.24909924873903	0.202873821843288	0.205402059310929	0.168719361747482	0.273858554009602	0.198018178569119	0.23310981740384	0.213586604386495	0.233774997493276	0.270349401619436	0.258420242832544	0.294147863333353	0.229164016253335
8	ENSG00000000457	0.438977407632003	0.344930728309686	0.358734664094686	0.390620808670776	0.268702089160543	0.313710185921364	0.416037534747732	0.359035754133865	0.381555224613529	0.287794807217527	0.354448318169247	0.255520134125501	0.393063167228135	0.426349873880152	0.236814001254627	0.329897851041189	0.318514593938325	0.290210439897165	0.20482805816545
9	ENSG00000000460	0.359037326274268	0.284568067988714	0.311819184883244	0.241680361659584	0.201734840117644	0.181631697979012	0.333783002985626	0.283347106488144	0.310557607411206	0.33047086448214	0.268801713919787	0.246282240071462	0.212673996730706	0.410436538574292	0.283463666186711	0.248178406067437	0.291661352833568	0.302823349426196	0.179386361163299
7	ENSG00000001036	0.125306095875286	0.157609926214162	0.187834762770586	0.203750802926494	0.245940996367851	0.17797051738321	0.206291082860116	0.177471187881293	0.298271593900188	0.280148019809767	0.201086295486772	0.173736621428418	0.3340524059313	0.363515247960972	0.36879611058347	0.421924517426018	0.298950080791708	0.385403892994962	0.258921624575061
2	ENSG00000001084	0.433095538946842	0.374235612213922	0.384561954901044	0.339411386047935	0.185285017211788	0.197593667833982	0.399364126180071	0.249592026720559	0.28203436677677	0.368860866643046	0.307181910350018	0.290371958550795	0.294570007943718	0.194910677597395	0.306296376156339	0.245891736872448	0.268191745300924	0.310274276248041	0.226236908794526
1	ENSG00000001167	0.868638263833417	0.72082401870683	0.465484927335327	0.458646573182072	0.116290160693272	0.219925020424013	0.650027433066662	0.419399913870043	0.427435292117181	0.250778849562608	0.205148702323999	0.27144945862156	0	0.0072778146188597	0.233614021459235	0.0613198019927904	0.308488621783472	0.645257942280399	0.242077193364969
2	ENSG00000001461	0.124809659846827	0.121161480861422	0.0373096801058381	0.0644406254150332	0.0390681394579826	0.0452830342829331	0.0988364590652404	0.0330956319241716	0.0639740773982342	0.0253969320287792	0.0321891239642337	0.0354538736932219	0.031137118089611	0.0186141543175824	0.0291745184272851	0.0379891690165033	0.0350091466610983	0.0360272757421873	0.0317987938473258
9	ENSG00000001497	0.16279813518577	0.224511198739891	0.236796090789815	0.221387875702204	0.283792787580467	0.264253428134923	0.335949692666298	0.235463373957293	0.263809480187734	0.231493616867668	0.254681775654565	0.23727537202705	0.171389462082016	0.161943992047333	0.202843082396939	0.178371780914041	0.174589967610564	0.199826888445384	0.148309875874101
4	ENSG00000001617	0.234454436002705	0.364140976615357	0.358964547413099	0.308756716643257	0.232265679118635	0.269732314481681	0.424747538892455	0.27581096714704	0.342348706846693	0.337959542554667	0.305612185940215	0.256614199787047	0.243482697129084	0.0949107439586032	0.0819010116796494	0.0656747935119105	0.221801563110196	0.135185098995974	0.167544866137701
3	ENSG00000001629	0.527898860807515	0.315446163060679	0.295724176499044	0.35614248933423	0.160450462717793	0.196929599170758	0.336674488107507	0.176461291260081	0.326088971054639	0.161967724784397	0.193113784677945	0.192739150747229	0.0618751684415905	0.0385379135567998	0.251707459579623	0.130708813114406	0.174215631379474	0.32300152504426	0.0870448511020282
4	ENSG00000001630	0.144362422651429	0.109404650147072	0.117263379885372	0.084996612470404	0.0240648309466818	0.0318655056914323	0.141079029130328	0.0724274544073278	0.137862410185777	0.077744728387747	0.0956696458510827	0.076053568776101	0.0231553261610023	0.0144158490843602	0.0688961344234558	0.0197427773271438	0.0447316147046726	0.0241972126414132	0.030337630225586
2	ENSG00000001631	0.193541584084139	0.188077918490979	0.170807610594404	0.145241107960211	0.128233924840574	0.123667056310645	0.163227351002785	0.130003554393689	0.175434750258884	0.125284162363809	0.14951762874495	0.0958020700520239	0.142728682585734	0.130020473239783	0.152407811117032	0.160200147788851	0.167381904356492	0.168182113975189	0.129513656938661
7	ENSG00000002016	0.211089521154287	0.24849482842266	0.304800492174648	0.255765862346113	0.250162599253114	0.236316174031828	0.347834455864563	0.368430710999886	0.30167893651028	0.258221204571166	0.234892449686434	0.166976496577738	0.187356725864678	0.155813724048315	0.190986472000597	0.200167709662268	0.238790221655446	0.172511628030586	0.176014219135395
5	ENSG00000002549	0.191300249474987	0.197075779715582	0.179161411090408	0.191576740819314	0.222369792800422	0.252081975329247	0.161102290302375	0.164436517207958	0.159579816084036	0.151800533523241	0.190564352996196	0.175324367399762	0.125882604287054	0.204111968762113	0.16980044107894	0.142550934192049	0.230515315142802	0.113841961164965	0.174704784622433
8	ENSG00000002586	0.265943874792002	0.182908014068087	0.204756675748722	0.180519368226718	0.114212693651845	0.10542560303273	0.202844604344537	0.117212032232241	0.0803485316650829	0.182588014473747	0.15827469285114	0.145237584305624	0.105428305985666	0.0563264420747901	0.103524818224712	0.101999288553727	0.116617599773604	0.144831173874746	0.0602642607802804
3	ENSG00000002746	0.203572182077337	0.261644892408733	0.262866815994718	0.215458462657451	0.140723742337677	0.112658559467097	0.29283380498505	0.237372185029669	0.174564236426213	0.13276207338591	0.264452584808061	0.150222365490284	0.0432838830421337	0.0968116599305903	0.0841301543755091	0.0992650874143259	0.102609309287098	0.117744357286878	0.045937753544535
6	ENSG00000002822	0.210156981209267	0.177366441606664	0.174970677890243	0.268489204437237	0.181376344354858	0.131691346233691	0.284175409260729	0.213094744231335	0.172788502679592	0.150902566564	0.19752016913872	0.18360087484939	0.116200170206572	0.120690248389602	0.148552668360687	0.143861094263877	0.195991968000968	0.19083038709471	0.203555387654027
10	ENSG00000002834	0.17039506291723	0.0469295445824738	0.0987017268261205	0.1265928989462	0.0771279615388864	0.135943865066218	0.0952335722531162	0.10937066210334	0.0269284136633476	0.0926038838158506	0.0929132568936163	0.110858489027558	0.107381867206135	0.0746090375773156	0.12257774799694	0.118654118445564	0.125124463008453	0.115273530605921	0.0969344915077301
7	ENSG00000002919	0.263239921201053	0.342083174229052	0.340757778195742	0.315270420259043	0.212525909224482	0.181424070009783	0.452714835662723	0.265817267123404	0.278738610160563	0.250139677025206	0.259240347447271	0.16797117459007	0.153091488276056	0.0988280240191211	0.242765757166974	0.209174405275587	0.195101016375655	0.172965119706441	0.109218977967653
8	ENSG00000003056	0.255186928466176	0.225092411600602	0.22828834975175	0.217302167347575	0.204177424653403	0.248599153849253	0.303827294212999	0.220340354846241	0.194587643267592	0.183924701354599	0.224609468753077	0.274539570451498	0.255272107980031	0.140696483972539	0.304981710390776	0.25079848238572	0.27999134470163	0.324422522819293	0.218167660909551
3	ENSG00000003096	0.246551678541651	0.392133204303343	0.288324268221692	0.212479436824994	0.191760290914985	0.232424877521231	0.318255590873652	0.299339484969044	0.276460875543207	0.326653308186828	0.249564184227767	0.204950018404483	0.0951067705320436	0.0503347778625892	0.133017314703581	0.115532138680266	0.14074308377613	0.211193588040726	0.0772884853425674
6	ENSG00000003137	0.192199983976324	0.437429019334725	0.290916504475728	0.401818831221183	0.365087708989177	0.192137244891763	0.180627514533086	0.325754025468648	0.362529821588162	0.178405258027385	0.352374042202698	0.360410478271678	0.343517050264525	0.274693526902237	0.498394001822074	0.647332775516057	0.565174735773052	0.61180426505424	0.214329971033222
6	ENSG00000003147	0.196235472015807	0.195724970613541	0.217955435172096	0.210680607488166	0.238848743558177	0.219494785575765	0.313073910897182	0.267756016006613	0.258679914469989	0.357446819717569	0.248720012748838	0.188232076607398	0.323859013568658	0.233637208782093	0.300508625436429	0.334803957157553	0.334072003248713	0.341874197859931	0.296874030249472
4	ENSG00000003393	0.19331151697983	0.168458333630216	0.19156550993475	0.115236805676181	0.119929017865549	0.114558845656491	0.22957823594057	0.121727931913724	0.182393621781648	0.155789621987295	0.150572391347258	0.127936944719441	0.127541760972558	0.149244816749552	0.164975124694854	0.153133640834887	0.177090867763996	0.170441618012082	0.112411781494968
8	ENSG00000003400	0.37004011404255	0.164833440877847	0.327844127362953	0.300297482660528	0.293751874604499	0	0.347337069036056	0.31164511284565	0.46469583200288	0.06664345719753	0.355825363515486	0.178057588480412	0.0245739301375336	0.144088808001658	0.323701166512524	0.263090483315905	0.182101466675829	0.210937899165911	0.159313503795988
10	ENSG00000003402	0.415169980212614	0.410309984557567	0.39609511509797	0.320748198691843	0.220734656807137	0.219603134391498	0.47819355007321	0.323167572453484	0.237423566290498	0.326056198324166	0.381487785605362	0.298750473413471	0.143399174869515	0.191996133764546	0.150081302801132	0.15048037500786	0.1712258325914	0.156678580774306	0.180589487478017
10	ENSG00000003436	0.322250357327029	0.409705827551248	0.284297461794127	0.215072669379332	0.164613826819874	0.15946471548573	0.254403607029859	0.283547287908503	0.345355726754911	0.287028664202033	0.333934092286938	0.183428611966103	0.136236718162327	0.133663160105556	0.186768349815403	0.178361114129626	0.208584571440059	0.0791258146676975	0.175067824000691
8	ENSG00000003509	0.33802417156615	0.435702911880187	0.408422412371995	0.380214107127141	0.326728831231285	0.326448098991133	0.441798848800399	0.43115283878172	0.513141225197438	0.356740443409899	0.371240304674325	0.267295967420596	0.309087947573061	0.337637967145863	0.363229385742929	0.319169117038318	0.308407048026337	0.311907509103268	0.294155563617872
2	ENSG00000003756	0.415701893036008	0.377386286868557	0.367602385429373	0.326210761896955	0.297436361779017	0.296607874998844	0.413317540616975	0.336340705841753	0.379783636064391	0.331353078044661	0.332189214061754	0.300467978251544	0.310087436207109	0.281962808482113	0.3633914486605	0.358007518641701	0.373858262292532	0.386126885159541	0.273176607742568
2	ENSG00000003987	0.130971354078206	0.242755966157201	0.161529986911484	0.184220282035478	0.08507548487636	0.0560679465778035	0.297047267052589	0.191983163714755	0.17518284810075	0.149052451396241	0.102158095217377	0.129891800569722	0.0758188257023455	0.0444866087615022	0.134742635308525	0.0684001473782394	0.108543545468665	0.0809316292731355	0.0616448172416784
6	ENSG00000003989	0.349598491502893	0.074981995218318	0.0534826126319186	4.44089209850063e-16	0	0	0	0.166043500919731	0	0.130366702504827	0.0298145163194937	1.11022302462516e-16	0	2.22044604925032e-16	0.218327448260224	0.142131660549657	0.245457783251593	0.0654138112539562	0.270448903545407
5	ENSG00000004139	0.219512406453743	0.317652692497845	0.291610583416123	0.261195404856673	0.316856400241719	0.265170214568785	0.298031090628183	0.262731046399539	0.325027128325064	0.278408103633559	0.278529855631384	0.219232115153991	0.327709951105875	0.252590307578442	0.327396374235596	0.301469874712722	0.32544509978963	0.36213453837244	0.370632056255102
5	ENSG00000004142	0.935567959841761	0.94368956124856	0.792906307012279	0.768465019076478	0.732289427771311	0.645995391059022	0.93794943795765	0.766402751872726	0.869824913455708	0.823504306482882	0.718154613274168	0.877210206789361	0.648816601032253	0.721196062606491	0.827397765307942	0.825429188122806	0.809484906493414	0.819386610964618	0.543256947105678
5	ENSG00000004399	0.431974217286129	0.409690660797984	0.431413783042106	0.307725301454695	0.370887224494802	0.337323160846029	0.431678623946334	0.492203710523755	0.383748622995229	0.402064314151977	0.512151799233696	0.308835076469755	0.415574068769414	0.269964110515006	0.349704362984788	0.330458660733641	0.353770907059748	0.371663849787793	0.303315221626429
3	ENSG00000004455	0.196582085016204	0.223071231847908	0.227070040746518	0.237133979962383	0.236084781146347	0.271542541338253	0.291456546427329	0.291770812777657	0.224843104469995	0.273613177969147	0.228169709002818	0.216936639085351	0.236675375554094	0.286076447972099	0.304247542928921	0.302293509962869	0.290914265575875	0.309068445666015	0.222562669862111
3	ENSG00000004478	0.325509043301074	0.335257255255662	0.344997031103856	0.288334223200837	0.273403917446195	0.216742882437765	0.361686582971128	0.297398956920279	0.342503953489105	0.300165840947765	0.352564070807596	0.24157206260371	0.271626012849653	0.243076431186966	0.294232450843151	0.280943812404477	0.315528712822033	0.292909521555463	0.198913342330609
1	ENSG00000004487	0.17273381798784	0.19820715677908	0.191152276034475	0.166041566530801	0.200901632536003	0.186178552274238	0.198327281807586	0.16647742707825	0.149630619197023	0.179175561964015	0.187996311012424	0.189938785421463	0.211696113549305	0.168973347219414	0.203473087279501	0.202179985937703	0.203396248202374	0.216478693425308	0.161342019621232
7	ENSG00000004534	0.381159280065415	0.406745772941304	0.406853317041495	0.314070578736481	0.351158507978866	0.350519533340916	0.426079510437111	0.373303020720813	0.396959132983472	0.414058376846383	0.390616859067213	0.356787831784821	0.341725436318669	0.359872574325535	0.390099716916516	0.364512792370132	0.392560687969027	0.404623738066139	0.297816502385419
5	ENSG00000004660	0.0610795405318589	0.064664530469924	0.186554407332947	0.336279795731719	0.0740101308901796	0.204770725152071	0.406446733060842	0.266725497487135	0.0838462310745633	0.215681597420839	0.300389998723491	0.301692618793144	0.374241469125914	0.39265269004715	0.416510000454022	0.3672891784526	0.414111778502207	0.44990249884201	0.315308982606018
6	ENSG00000004700	0.250181832575849	0.254080898300716	0.23821643475963	0.197670027621262	0.0427267825508353	0.0488158952966022	0.240188588383865	0.0897746319411004	0.254811301990638	0.0393134182757982	0.11846353528816	0.0889610240606963	0.0685228284411828	0.0424609258966587	0.0921726261130237	0.0657912512501232	0.0812542667425394	0.0348069930026092	0.0570522632156626
