Phylostratum	GeneID	X5wpc	X6wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	X18wpc	X19wpc	Neonate	Infant	Toddler	School
4	ENSG00000000003	0.628205128205128	0.66025641025641	0.551282051282052	0.576923076923077	0.602564102564103	0.705128205128205	0.717948717948718	0.384615384615384	0.786324786324786	0.923076923076923	0.474358974358974	0.384615384615384	0.153846153846153	0.128205128205128	0.153846153846154	0.0256410256410256
8	ENSG00000000005	0.948717948717948	0.583333333333333	0.307692307692307	0.451923076923077	0.685897435897436	0.358974358974359	0.807692307692307	0.769230769230769	0.820512820512821	0.82051282051282	0.589743589743589	0.923076923076923	0.333333333333333	0.272435897435897	0.141025641025641	0.0769230769230769
2	ENSG00000000419	0.628205128205128	0.852564102564103	0.474358974358974	0.557692307692308	0.532051282051282	0.551282051282051	0.756410256410256	0.461538461538462	0.709401709401709	0.948717948717948	0.358974358974359	0.371794871794872	0.153846153846154	0.134615384615385	0.153846153846153	0.0512820512820513
8	ENSG00000000457	0.884615384615385	0.82051282051282	0.448717948717949	0.474358974358974	0.487179487179487	0.512820512820513	0.705128205128205	0.358974358974359	0.777777777777778	0.807692307692308	0.5	0.346153846153846	0.230769230769231	0.102564102564102	0.166666666666667	0.0512820512820513
9	ENSG00000000460	0.897435897435898	0.775641025641026	0.692307692307692	0.66025641025641	0.57051282051282	0.448717948717948	0.58974358974359	0.5	0.623931623931624	0.769230769230769	0.384615384615385	0.307692307692307	0.205128205128205	0.0961538461538461	0.153846153846154	0.0512820512820513
7	ENSG00000001036	0.653846153846154	0.743589743589744	0.230769230769231	0.42948717948718	0.653846153846154	0.525641025641026	0.743589743589744	0.307692307692307	0.700854700854701	0.948717948717948	0.371794871794872	0.41025641025641	0.115384615384616	0.275641025641026	0.448717948717948	0.0256410256410256
2	ENSG00000001084	0.487179487179487	0.769230769230769	0.423076923076923	0.666666666666667	0.666666666666667	0.538461538461539	0.576923076923077	0.5	0.564102564102564	0.858974358974359	0.551282051282051	0.5	0.17948717948718	0.134615384615385	0.141025641025641	0.0512820512820513
1	ENSG00000001167	0.961538461538461	0.871794871794872	0.602564102564103	0.628205128205128	0.512820512820513	0.487179487179487	0.487179487179488	0.384615384615384	0.504273504273504	0.82051282051282	0.538461538461538	0.487179487179487	0.166666666666667	0.128205128205128	0.128205128205128	0.0512820512820513
2	ENSG00000001461	0.371794871794872	0.557692307692307	0.102564102564102	0.474358974358974	0.57051282051282	0.461538461538462	0.346153846153846	0.461538461538461	0.760683760683761	0.743589743589744	0.782051282051282	0.692307692307693	0.551282051282052	0.448717948717949	0.551282051282052	0.0256410256410256
9	ENSG00000001497	0.871794871794872	0.769230769230769	0.858974358974359	0.628205128205129	0.42948717948718	0.653846153846154	0.679487179487179	0.730769230769231	0.478632478632479	0.551282051282051	0.448717948717949	0.384615384615384	0.166666666666667	0.115384615384615	0.166666666666667	0.0256410256410256
6	ENSG00000001561	0.230769230769231	0.519230769230769	0.08974358974359	0.333333333333333	0.698717948717949	0.333333333333333	0.538461538461539	0.5	0.709401709401709	0.948717948717948	0.461538461538461	0.769230769230769	0.282051282051282	0.57051282051282	0.5	0.384615384615385
4	ENSG00000001617	0.435897435897436	0.326923076923077	0.474358974358974	0.891025641025641	0.506410256410256	0.807692307692307	0.666666666666667	0.730769230769231	0.495726495726495	0.166666666666666	0.833333333333333	0.576923076923077	0.307692307692307	0.397435897435898	0.192307692307693	0.128205128205128
4	ENSG00000001626	0.935897435897436	0.634615384615385	0.115384615384615	0.391025641025641	0.57051282051282	0.269230769230769	0.435897435897435	0.435897435897436	0.615384615384615	0.512820512820513	0.41025641025641	0.384615384615384	0.08974358974359	0.737179487179487	0.41025641025641	0.641025641025641
3	ENSG00000001629	0.67948717948718	0.826923076923077	0.538461538461539	0.532051282051282	0.525641025641026	0.5	0.615384615384615	0.602564102564103	0.64957264957265	0.961538461538461	0.487179487179487	0.397435897435897	0.192307692307692	0.134615384615385	0.128205128205128	0.0256410256410256
4	ENSG00000001630	0.512820512820513	0.705128205128205	0.871794871794872	0.57051282051282	0.583333333333333	0.435897435897436	0.858974358974359	0.58974358974359	0.547008547008547	0.935897435897435	0.666666666666667	0.435897435897435	0.08974358974359	0.179487179487179	0.0897435897435896	0.179487179487179
2	ENSG00000001631	0.692307692307693	0.83974358974359	0.602564102564103	0.467948717948718	0.583333333333333	0.653846153846154	0.653846153846154	0.448717948717948	0.555555555555556	0.961538461538461	0.333333333333333	0.512820512820513	0.166666666666666	0.153846153846154	0.115384615384616	0.0256410256410256
7	ENSG00000002016	0.705128205128205	0.75	0.705128205128205	0.615384615384615	0.455128205128205	0.743589743589744	0.717948717948718	0.641025641025641	0.581196581196581	0.67948717948718	0.358974358974359	0.294871794871794	0.205128205128205	0.185897435897436	0.192307692307692	0.0512820512820513
5	ENSG00000002549	0.615384615384615	0.66025641025641	0.397435897435897	0.403846153846154	0.67948717948718	0.397435897435897	0.602564102564103	0.41025641025641	0.675213675213675	0.564102564102564	0.512820512820513	0.487179487179487	0.153846153846153	0.461538461538462	0.358974358974359	0.0512820512820513
8	ENSG00000002586	0.666666666666667	0.67948717948718	0.692307692307692	0.596153846153846	0.512820512820513	0.730769230769231	0.756410256410256	0.692307692307693	0.623931623931624	0.474358974358974	0.602564102564103	0.358974358974359	0.166666666666666	0.262820512820513	0.17948717948718	0.0256410256410256
10	ENSG00000002726	0.141025641025641	0.0833333333333332	0.269230769230769	0.519230769230769	0.608974358974359	0.705128205128205	0.782051282051282	0.615384615384616	0.427350427350427	0.128205128205128	0.730769230769231	0.807692307692307	0.512820512820513	0.724358974358974	0.897435897435898	0.641025641025641
6	ENSG00000002745	0.961538461538461	0.759615384615384	0.743589743589744	0.413461538461538	0.573717948717949	0.730769230769231	0.467948717948718	0.756410256410256	0.269230769230769	0.57051282051282	0.269230769230769	0.416666666666667	0.269230769230769	0.269230769230769	0.269230769230769	0.538461538461538
3	ENSG00000002746	0.294871794871795	0.532051282051282	0.153846153846154	0.301282051282051	0.57051282051282	0.58974358974359	0.641025641025641	0.551282051282051	0.871794871794872	0.884615384615385	0.397435897435897	0.397435897435897	0.538461538461539	0.525641025641026	0.538461538461538	0.333333333333333
6	ENSG00000002822	0.910256410256411	0.480769230769231	0.794871794871795	0.698717948717949	0.467948717948718	0.58974358974359	0.628205128205128	0.653846153846154	0.333333333333333	0.0897435897435898	0.769230769230769	0.474358974358975	0.294871794871795	0.333333333333333	0.487179487179487	0.0512820512820513
10	ENSG00000002834	0.858974358974359	0.557692307692308	0.448717948717948	0.685897435897436	0.467948717948718	0.833333333333333	0.717948717948718	0.794871794871795	0.538461538461539	0.346153846153846	0.794871794871795	0.371794871794872	0.17948717948718	0.198717948717949	0.153846153846153	0.0256410256410256
7	ENSG00000002919	0.41025641025641	0.596153846153846	0.5	0.551282051282051	0.551282051282051	0.794871794871794	0.461538461538461	0.525641025641026	0.658119658119658	0.487179487179487	0.576923076923077	0.602564102564103	0.333333333333333	0.384615384615385	0.115384615384615	0.0256410256410256
8	ENSG00000003056	0.743589743589744	0.685897435897436	0.269230769230769	0.448717948717949	0.685897435897436	0.41025641025641	0.423076923076923	0.525641025641026	0.444444444444444	0.641025641025641	0.423076923076923	0.512820512820513	0.256410256410256	0.333333333333333	0.474358974358975	0.0256410256410256
3	ENSG00000003096	0.333333333333333	0.474358974358975	0.282051282051282	0.519230769230769	0.807692307692307	0.705128205128205	0.743589743589744	0.67948717948718	0.649572649572649	0.67948717948718	0.67948717948718	0.846153846153846	0.423076923076923	0.141025641025641	0.115384615384616	0.0256410256410256
6	ENSG00000003137	0.423076923076923	0.448717948717948	0.602564102564103	0.807692307692307	0.794871794871795	0.794871794871794	0.653846153846154	0.58974358974359	0.41025641025641	0.32051282051282	0.730769230769231	0.756410256410256	0.166666666666667	0.262820512820513	0.0897435897435898	0.0512820512820513
6	ENSG00000003147	0.282051282051282	0.711538461538461	0.512820512820513	0.41025641025641	0.647435897435897	0.384615384615385	0.525641025641026	0.769230769230769	0.572649572649572	0.743589743589744	0.576923076923077	0.743589743589744	0.435897435897436	0.205128205128205	0.333333333333333	0.102564102564103
4	ENSG00000003393	0.807692307692308	0.782051282051282	0.602564102564102	0.634615384615384	0.506410256410256	0.576923076923077	0.692307692307692	0.576923076923077	0.555555555555556	0.884615384615385	0.397435897435897	0.333333333333333	0.141025641025641	0.134615384615385	0.166666666666667	0.0256410256410256
8	ENSG00000003400	0.230769230769231	0.474358974358974	0.205128205128205	0.5	0.762820512820513	0.525641025641026	0.641025641025641	0.576923076923077	0.666666666666667	0.769230769230769	0.782051282051282	0.948717948717948	0.410256410256411	0.391025641025641	0.5	0.0256410256410256
